v7,v9,v10,v14,v56,v57,v58,v59,v60,v61,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v170,v171,v172,v173,v174,v175,v176,v179,v180,v182,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,bald
2,1,2,5,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,.,1,1,1,1,2,1,3,2,2,3,2,.,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,3,.,.,3,3,2,3,2,4,4,.,.,4,4,63
2,1,2,2,3,1,1,1,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,.,2,2,2,3,3,3,1,3,3,3,1,3,1,1,3,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,2,3,3,4,3,2,2,2,3,2,3,3,3,2,30
1,1,1,2,2,1,1,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,3,3,1,2,2,3,1,3,3,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,3,2,3,2,2,1,2,2,2,3,2,2,2,1,49
1,2,.,0,1,3,2,3,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,3,1,2,2,3,1,1,2,2,3,1,3,2,3,2,1,2,2,1,1,2,1,2,2,2,4,3,2,2,4,2,3,2,3,4,1,1,3,1,22
1,2,.,1,2,1,1,2,4,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,3,2,1,2,1,3,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,3,3,2,1,4,2,2,2,2,3,3,3,1,1,45
1,2,.,0,3,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,1,3,1,3,1,3,3,3,1,1,1,1,1,2,1,2,2,2,2,2,.,2,3,4,2,1,2,2,2,3,2,3,2,2,20
1,1,2,2,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,3,3,1,3,2,3,1,1,1,1,3,2,2,2,3,1,1,2,1,2,1,2,2,2,1,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,45
1,1,2,1,2,1,1,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,3,2,1,3,2,2,2,2,2,1,1,35
2,2,.,0,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,3,2,1,3,3,2,1,2,1,1,2,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,20
2,1,2,1,1,1,2,1,1,4,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,.,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,1,1,1,1,3,1,1,3,3,1,1,2,1,2,1,2,1,2,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,1,32
2,1,1,2,2,1,2,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,.,2,2,2,2,3,2,1,2,2,3,2,2,2,2,3,2,3,2,.,1,1,2,1,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,56
1,1,1,3,2,1,1,1,4,4,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,.,.,1,1,1,.,1,1,1,3,3,1,3,2,3,1,1,2,1,1,3,1,1,3,1,1,2,1,2,1,2,1,2,2,2,3,4,2,4,1,3,4,2,2,4,4,4,2,4,36
1,2,.,0,2,1,1,1,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,1,3,2,3,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,3,3,3,3,3,4,3,3,2,2,3,3,2,2,20
1,2,.,0,4,2,2,1,3,3,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,.,.,.,.,.,.,.,2,2,1,1,3,3,1,3,3,3,2,3,3,2,2,1,2,2,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,1,3,3,3,2,2,19
1,1,1,3,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,.,2,3,1,.,1,1,1,1,2,1,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,55
2,1,2,2,1,1,2,3,3,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,3,1,3,3,3,1,1,1,3,3,1,3,3,3,2,1,2,1,1,1,2,2,2,1,2,1,2,3,2,3,2,2,2,2,3,2,2,2,2,43
2,1,1,2,2,1,1,1,3,3,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,.,2,.,2,2,2,1,2,1,2,3,1,3,1,3,1,3,1,1,3,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,.,2,2,2,3,2,3,2,2,3,2,2,2,2,36
1,2,.,0,1,1,1,2,2,4,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,3,3,1,2,3,3,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,3,3,2,2,20
1,2,.,0,1,1,1,2,4,4,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,3,1,3,1,2,3,1,1,2,3,1,1,2,2,2,1,2,2,2,1,1,4,3,2,4,2,1,4,3,3,3,3,3,3,2,35
1,2,.,0,1,1,2,1,2,4,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,.,.,2,2,2,.,1,1,1,2,1,3,1,1,3,2,2,2,1,1,1,1,1,3,1,3,1,1,2,2,1,1,2,2,2,1,2,2,2,3,3,3,2,3,3,2,3,2,1,3,4,20
1,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,.,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,3,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,2,2,2,1,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,47
2,2,.,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,.,2,1,1,2,2,3,2,1,2,1,3,1,1,1,1,3,1,3,2,2,1,1,2,1,2,1,2,2,1,2,2,3,2,2,3,2,2,2,2,2,3,3,3,3,2,53
2,1,1,2,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,.,2,2,1,2,2,1,3,1,1,3,1,3,1,2,1,3,3,1,2,1,3,1,1,2,1,2,1,2,2,2,2,1,3,2,3,3,2,2,3,2,2,2,2,2,3,3,62
2,2,.,0,2,3,1,1,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,3,1,1,2,2,3,2,2,2,3,1,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,59
2,1,1,3,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,3,3,1,1,2,2,1,3,1,1,2,1,1,1,3,2,1,2,1,2,1,2,2,1,1,2,3,2,3,3,3,2,3,3,3,3,2,2,3,2,35
1,2,.,0,2,3,1,1,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,.,2,2,2,2,1,2,3,1,3,2,2,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,4,4,2,3,2,2,2,2,2,3,3,2,2,2,20
2,1,2,0,1,1,2,1,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,2,1,1,3,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,4,3,2,3,2,2,3,2,2,3,2,2,2,3,21
1,1,2,1,1,1,2,2,3,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,3,3,1,3,3,3,1,2,1,2,2,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,3,2,3,4,3,3,3,2,4,3,2,3,2,36
1,1,1,4,3,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,3,1,3,1,3,1,3,2,1,2,2,2,2,3,1,1,2,2,1,2,2,1,2,1,2,.,2,2,3,2,3,3,3,3,3,3,3,4,2,57
1,1,2,1,2,1,2,1,3,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,1,2,3,3,1,3,2,3,1,1,2,2,1,1,2,2,2,1,2,.,2,2,2,2,2,3,3,3,3,3,3,2,2,49
1,1,1,2,1,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,1,2,2,2,3,1,2,1,3,2,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,3,2,57
2,2,.,0,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,.,2,.,2,1,1,2,3,3,3,1,.,2,1,1,2,1,1,3,1,1,1,3,2,1,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,3,4,4,3,2,2,.,66
1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,2,1,2,2,2,2,3,3,3,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38
1,1,1,2,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,2,1,2,1,1,2,1,3,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,2,2,1,3,3,3,2,2,2,3,3,3,2,2,48
1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,.,1,1,2,1,2,3,1,3,2,3,1,1,1,2,1,1,1,2,3,1,1,2,1,2,1,2,2,2,1,2,3,2,2,3,2,3,2,3,3,3,2,3,3,2,45
2,1,2,0,2,2,2,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,1,1,1,3,1,2,3,3,1,1,2,1,1,1,2,2,2,2,2,3,2,1,3,3,1,2,2,3,3,2,2,2,2,29
2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,.,1,1,1,2,1,2,2,2,2,1,2,2,.,.,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,.,.,1,.,.,1,.,1,1,.,.,.,2,2,42
2,1,1,2,2,1,2,2,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,3,1,2,1,2,1,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,3,3,2,3,3,2,3,3,3,4,4,3,3,3,44
2,1,1,2,2,1,1,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,.,2,2,2,2,2,2,2,2,1,3,3,1,3,2,2,1,2,2,1,2,1,1,2,3,2,1,2,1,1,1,2,1,2,2,2,3,3,2,3,3,2,2,2,2,4,4,3,2,2,50
1,1,1,2,2,1,1,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,.,2,2,2,2,1,2,3,1,3,2,3,1,2,2,2,2,1,1,2,.,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,3,1,2,2,2,3,3,2,2,2,32
2,1,1,4,1,1,1,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,.,.,2,2,2,.,1,2,1,2,2,2,2,1,2,2,.,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,3,2,1,2,2,2,4,2,2,2,2,55
1,1,1,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,3,1,3,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,62
1,2,.,2,1,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,.,1,.,3,1,3,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,2,2,2,1,2,3,3,2,2,2,1,1,3,2,2,2,2,1,1,70
2,1,1,2,3,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,3,3,2,1,2,3,1,1,1,1,3,1,3,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,38
2,1,1,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,.,1,1,1,1,1,1,1,1,4,4,4,1,1,27
1,1,2,0,2,1,2,1,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,1,3,2,3,1,1,1,1,2,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,2,3,2,2,3,1,1,1,1,1,1,1,3,2,32
1,1,1,2,3,1,2,2,3,4,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,3,2,3,2,3,1,1,1,1,2,2,1,2,1,2,1,2,1,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,56
2,1,1,1,4,1,2,1,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,3,2,3,2,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,2,2,2,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,53
2,1,1,1,2,1,3,4,4,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,2,1,2,2,1,1,1,2,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,4,3,2,3,2,2,3,3,.,2,1,28
2,1,1,1,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,2,1,2,2,2,3,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,3,4,2,3,3,4,3,2,3,4,4,2,2,3,43
2,1,1,2,1,1,2,2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,3,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,3,2,3,3,1,2,.,1,.,.,1,1,1,57
2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,.,.,2,2,2,2,2,2,1,2,1,3,3,1,.,1,3,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,2,4,.,3,3,3,3,3,3,4,4,.,3,3,64
1,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,3,3,1,3,2,3,2,3,2,2,2,2,2,2,3,1,2,2,1,2,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,65
1,1,1,3,3,1,1,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,1,1,2,2,3,1,1,2,1,2,1,2,1,2,2,2,3,2,2,2,3,1,2,2,2,2,2,2,3,1,63
1,1,1,2,2,1,2,3,2,4,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,.,2,2,2,2,1,2,2,1,3,3,2,1,2,2,2,3,2,2,2,3,1,1,2,1,2,1,2,2,2,2,2,2,1,3,2,3,2,3,3,2,3,2,3,3,1,32
2,2,.,3,2,1,1,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,.,1,1,1,2,1,2,1,3,3,1,3,2,3,1,1,1,2,3,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,3,2,4,2,2,4,3,3,3,2,3,2,2,40
1,1,2,1,2,1,1,2,2,4,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,.,2,2,2,2,1,3,3,1,3,3,2,1,1,2,1,3,1,2,1,3,2,1,2,1,1,1,2,1,2,2,2,2,3,2,4,3,2,2,2,2,3,3,2,2,1,31
1,1,2,0,2,1,1,2,3,4,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,3,1,3,2,3,1,1,1,2,2,1,1,1,3,1,2,2,1,1,1,2,2,2,1,2,2,2,3,3,2,2,3,2,2,3,2,3,2,3,23
1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,3,2,3,2,3,2,3,2,2,2,2,3,2,2,68
1,1,1,3,1,1,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,.,2,1,1,2,1,3,3,1,3,2,3,1,3,2,2,1,1,1,3,3,1,1,2,2,2,1,2,2,2,1,1,3,3,3,2,3,2,3,3,2,2,1,1,2,2,36
2,1,1,3,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,.,1,2,2,3,3,1,3,3,2,1,1,2,2,3,1,1,2,3,2,1,2,1,2,1,2,1,2,1,2,2,3,3,4,3,2,2,2,2,4,2,2,2,2,36
2,1,1,3,3,1,2,1,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,.,1,2,1,2,2,3,2,1,2,2,3,1,3,2,2,3,1,2,2,3,1,1,2,1,1,2,2,2,2,1,2,3,2,3,4,3,2,3,3,3,4,2,2,3,1,48
1,2,.,0,2,2,1,1,1,4,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,2,3,1,1,1,3,1,2,2,3,2,1,2,1,1,1,2,2,2,1,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,20
1,1,1,1,2,1,2,2,2,3,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,2,2,3,1,2,2,1,3,2,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,40
2,2,.,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,3,3,1,2,1,1,3,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,3,3,2,2,3,2,2,2,2,2,3,3,2,1,35
2,1,1,1,2,1,1,2,2,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,1,1,1,1,3,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,4,2,2,2,2,2,3,3,3,2,2,34
2,1,1,2,2,1,1,2,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,.,1,2,1,2,2,1,3,2,3,1,3,2,2,2,1,1,2,3,2,1,2,1,2,1,1,2,1,2,2,.,2,1,3,.,2,.,.,.,.,.,.,2,.,52
2,2,.,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,.,1,1,1,.,2,1,1,2,1,2,2,2,1,3,3,1,2,2,2,3,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,.,3,2,2,2,3,2,2,2,2,3,3,2,.,18
2,1,1,3,2,1,3,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,3,2,3,1,1,1,3,2,1,1,1,3,2,1,2,2,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,1,1,1,1,2,1,40
1,1,1,3,2,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,1,2,2,3,2,2,2,2,3,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,70
1,2,.,0,3,2,2,1,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,2,1,2,.,2,3,2,3,1,1,2,1,2,1,2,2,2,1,2,2,3,2,4,2,3,4,3,3,4,4,2,2,2,20
1,2,.,0,3,1,1,3,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,3,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,4,3,2,3,2,4,3,2,3,4,4,4,2,3,18
2,1,1,3,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,3,3,1,3,2,3,1,3,1,1,1,1,2,2,3,1,1,2,1,1,1,2,2,2,2,2,3,2,3,3,2,2,2,3,3,4,2,2,2,2,45
2,1,1,2,2,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,3,1,3,2,3,1,1,2,2,1,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,2,2,48
1,1,1,1,3,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,3,1,1,2,1,1,1,2,2,2,2,2,3,2,2,3,2,2,.,2,2,.,2,2,2,2,36
