v7,v9,v10,v14,v56,v57,v58,v59,v60,v61,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v170,v171,v172,v173,v174,v175,v176,v179,v180,v182,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,bald
1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,2,3,1,2,3,2,3,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,3,3,2,3,3,3,4,4,4,2,2,64
1,1,1,3,1,1,1,1,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,.,1,2,2,2,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,4,2,3,4,2,4,4,4,4,4,4,2,2,53
1,1,1,3,1,1,1,1,3,3,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,.,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,3,3,2,3,3,2,2,3,3,4,4,4,2,2,67
2,1,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,.,2,1,1,2,1,3,3,1,3,2,3,1,2,1,1,3,1,2,2,3,2,1,2,1,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,3,2,2,3,2,45
1,1,2,1,3,2,3,2,3,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,1,1,2,2,3,3,1,1,3,1,1,2,1,2,1,2,2,2,1,2,4,3,3,3,3,3,3,4,3,4,4,3,3,3,35
2,1,1,3,4,1,3,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,.,2,1,2,1,2,1,2,1,1,3,2,1,3,1,3,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,2,2,1,2,1,2,3,2,2,3,2,3,2,2,3,2,3,2,2,57
2,1,1,2,1,1,1,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,3,3,3,3,4,2,3,3,3,3,3,3,3,2,32
1,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,1,3,2,3,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,49
2,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,3,1,3,2,3,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,3,.,2,2,.,1,4,4,.,4,4,2,3,3,63
2,1,1,2,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,.,2,2,1,2,1,3,3,1,2,1,3,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,.,2,2,3,2,2,2,2,3,2,2,2,2,55
2,1,2,2,2,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,2,2,3,1,1,1,2,3,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,3,3,2,3,4,2,3,2,2,3,2,2,1,.,55
1,1,2,3,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,2,1,3,2,3,1,3,1,2,1,1,2,1,3,2,1,2,1,1,1,2,1,2,2,2,1,1,2,3,2,1,4,3,1,4,2,2,2,2,42
2,1,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,3,2,2,2,2,2,3,3,.,2,3,47
2,1,1,2,4,1,1,4,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,.,2,2,2,2,2,1,2,3,1,.,2,3,1,3,1,1,1,1,1,1,3,1,1,2,1,2,2,2,1,2,1,2,3,3,2,.,.,2,3,3,3,.,.,.,.,.,67
2,1,2,0,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,.,2,2,2,2,3,3,1,2,3,3,1,3,2,3,3,2,2,3,2,1,1,2,1,1,1,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,38
1,1,2,0,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,3,3,3,1,1,1,1,3,2,2,2,3,1,1,2,1,2,1,2,2,2,1,2,2,2,2,3,2,2,2,3,2,3,3,2,3,2,45
1,1,2,0,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,3,1,3,2,3,1,1,2,1,2,2,1,2,3,1,2,2,1,2,2,2,2,2,1,1,2,1,3,3,2,2,3,2,2,3,3,2,2,2,21
1,1,1,1,2,1,2,1,3,4,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,.,2,2,2,1,.,2,1,2,1,3,.,1,3,1,3,2,1,2,1,1,1,2,2,3,2,1,2,1,2,1,2,1,2,1,2,3,3,3,4,2,2,4,4,3,4,3,3,3,3,32
1,1,1,3,2,1,1,1,3,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,.,.,.,2,2,2,2,1,2,1,2,2,1,2,2,3,2,1,2,1,2,1,2,3,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,41
1,2,.,0,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,.,.,.,.,1,1,1,1,3,3,2,2,2,3,2,1,1,2,3,2,1,3,3,1,2,2,1,1,2,2,2,2,2,1,.,2,3,.,2,1,3,.,2,4,1,2,.,.,21
1,2,.,2,1,1,1,1,4,4,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,1,.,2,3,3,2,3,3,1,1,2,1,2,1,2,2,2,2,1,3,3,2,3,3,3,4,4,3,3,3,3,3,3,44
1,1,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,.,2,.,2,2,2,1,1,2,1,2,.,1,3,2,3,1,3,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,3,3,2,4,3,3,1,2,64
1,2,.,0,4,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,.,3,1,.,1,1,3,1,3,1,3,2,1,2,1,2,1,2,1,2,1,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,25
1,1,1,3,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,3,1,1,2,3,2,1,1,1,1,1,1,1,3,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,2,3,2,2,51
1,2,.,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,3,2,1,1,2,3,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,4,2,2,3,3,2,2,3,2,3,2,2,2,2,51
1,2,.,0,2,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,.,2,1,1,2,2,1,1,1,2,2,3,2,3,1,3,2,1,2,2,3,1,3,2,3,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,21
2,1,1,2,2,1,2,1,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,.,2,.,2,1,1,3,3,1,2,2,3,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,2,2,2,2,3,2,3,2,1,3,2,2,3,3,3,2,2,47
1,2,.,0,2,1,1,2,4,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,3,3,1,3,2,3,1,1,1,1,1,1,.,2,3,1,2,2,1,1,1,2,2,2,1,2,3,3,3,3,2,2,4,3,4,3,2,3,2,2,53
1,1,1,2,1,1,1,1,2,4,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,29
1,1,1,1,2,1,1,1,4,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,.,.,.,2,2,1,2,2,1,3,3,1,3,2,3,1,3,2,2,3,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,3,3,3,4,3,2,3,3,3,3,3,3,2,1,46
2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,3,3,1,3,3,3,1,2,2,2,1,1,2,2,3,2,1,2,1,1,1,2,2,2,1,2,3,3,2,2,2,2,3,3,3,3,3,2,2,2,40
2,1,2,1,2,1,1,2,3,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,3,1,3,2,3,1,1,2,2,1,1,2,3,3,1,1,2,1,2,1,2,2,2,1,2,2,2,1,3,3,1,2,2,2,2,.,.,2,2,31
2,2,.,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,.,.,.,.,2,1,1,2,1,3,3,1,3,1,3,1,2,1,2,3,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,.,2,2,2,2,.,.,.,2,2,69
2,2,.,2,4,3,2,.,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,.,2,1,2,2,2,2,1,3,2,3,1,2,2,2,3,1,.,1,2,1,1,2,1,2,1,1,2,2,2,2,.,.,.,3,.,1,3,3,.,.,.,.,.,.,52
1,1,1,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,3,3,2,3,3,3,1,1,1,1,2,1,2,2,3,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,35
2,1,1,2,3,1,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,1,3,3,1,3,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,.,64
2,1,1,2,1,1,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,.,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,1,1,2,2,3,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,2,2,41
1,1,2,3,3,1,1,1,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,.,.,2,2,1,2,3,3,3,1,3,2,3,1,.,2,1,2,1,2,2,3,2,1,2,1,2,1,2,2,2,1,2,2,2,1,3,3,2,3,2,3,3,3,3,2,3,54
2,1,2,0,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,.,2,2,2,2,2,2,2,1,2,1,3,3,1,.,2,3,1,1,2,1,3,1,2,2,3,1,1,2,1,2,1,2,2,2,1,2,3,2,2,3,2,1,3,3,3,3,3,3,3,3,20
2,1,2,0,1,1,1,1,3,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,3,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,.,3,4,2,1,2,3,3,3,3,3,3,3,20
1,1,1,1,1,1,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,.,2,2,2,.,1,2,2,2,2,3,3,1,2,2,3,1,3,2,2,2,1,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,55
1,1,1,3,1,1,2,1,3,4,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,1,3,1,1,1,1,2,1,2,2,.,1,1,2,1,2,1,2,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,2,3,64
2,1,1,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,3,3,1,2,3,3,1,3,3,1,3,2,2,1,3,1,1,2,1,2,1,2,2,2,1,2,2,3,2,3,2,2,3,3,3,3,3,3,2,2,32
2,1,1,2,2,1,2,2,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,3,2,3,1,2,1,2,3,2,2,2,3,1,1,2,2,2,1,2,2,2,2,1,4,.,2,2,.,1,2,3,3,4,1,2,4,.,39
2,1,1,2,3,1,1,1,2,3,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,.,2,.,.,2,.,1,1,2,1,2,3,1,2,3,3,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,3,1,3,2,2,3,2,2,3,3,3,2,2,54
1,1,1,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,64
1,1,1,2,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,3,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,55
2,1,1,1,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3,3,1,3,2,3,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,3,4,1,3,2,2,2,2,2,1,1,70
1,2,.,0,2,2,1,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,.,2,2,.,2,2,2,2,1,2,1,2,3,1,3,2,3,1,1,1,3,2,1,1,2,3,1,2,2,2,2,1,2,1,2,1,1,3,2,2,3,2,1,2,2,2,2,2,2,2,2,18
1,1,1,3,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,.,.,.,.,.,.,2,2,2,2,2,3,2,1,3,2,3,1,2,2,2,2,1,1,1,3,1,1,2,1,2,1,2,2,2,2,2,2,3,4,3,4,1,2,2,2,2,2,2,4,2,55
2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,.,2,2,1,1,2,1,2,3,1,3,2,3,1,3,2,2,2,1,2,2,3,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,28
1,1,1,2,2,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,3,2,2,2,2,2,2,.,2,1,2,1,2,1,2,2,2,2,2,2,3,2,3,4,3,4,4,4,2,2,3,3,4,52
2,1,1,2,2,1,1,2,3,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,.,2,1,1,2,1,2,2,1,3,2,2,1,2,1,2,2,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,2,2,2,3,3,2,.,2,2,2,2,2,2,2,23
1,2,.,3,1,4,4,4,4,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,.,1,2,1,1,2,1,3,2,1,3,3,3,1,.,1,3,2,1,3,3,3,2,1,2,1,2,1,1,1,2,2,2,2,3,3,4,4,3,4,4,4,4,2,2,4,4,64
2,1,1,3,4,1,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,1,3,2,2,3,1,2,2,3,1,1,2,2,1,1,2,2,2,1,2,.,3,3,3,3,2,3,3,.,.,.,.,2,3,41
1,1,1,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,3,3,1,3,3,3,1,1,2,1,1,1,1,1,3,1,2,2,2,1,2,2,2,1,1,1,2,3,2,3,3,2,3,3,3,3,2,2,3,2,41
1,2,.,1,2,2,2,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,.,2,1,1,1,2,2,2,1,1,3,3,1,3,.,3,1,1,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,2,1,.,1,.,3,3,3,3,3,3,3,3,3,3,3,35
2,1,2,3,2,1,2,.,.,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,3,3,3,1,1,2,3,2,.,.,.,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,3,.,1,3,3,3,2,2,3,3,3,60
2,1,2,0,2,1,1,2,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,.,1,2,2,1,2,1,3,3,1,3,2,3,1,1,2,2,.,1,2,2,3,1,1,2,1,2,1,2,2,2,1,2,.,2,2,3,2,2,2,2,2,3,2,2,2,3,22
2,1,1,2,2,1,1,1,3,3,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,35
2,1,1,2,2,1,1,2,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,35
1,1,1,1,1,1,1,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,.,2,2,2,2,1,3,2,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,3,2,2,2,3,1,2,3,2,3,2,2,1,1,31
2,1,1,3,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,3,2,2,2,3,1,2,2,2,2,2,2,1,2,66
2,1,2,1,2,1,2,2,3,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,.,.,.,2,2,1,3,3,.,1,1,.,.,1,.,1,3,.,.,.,.,1,2,2,1,2,2,2,2,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47
1,1,1,2,2,1,2,1,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,.,2,1,1,2,3,3,2,.,2,3,1,1,2,2,1,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,47
1,1,2,0,2,2,1,2,2,4,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,3,1,3,1,2,3,1,2,1,3,1,2,2,2,2,1,2,2,2,1,1,2,1,2,3,.,2,2,3,1,1,1,1,1,1,19
2,1,2,3,2,1,3,1,2,4,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,3,3,1,2,.,3,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,2,2,2,2,2,3,2,4,2,2,3,4,3,2,3,2,.,3,2,35
1,1,1,3,2,1,2,1,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,.,2,2,1,2,3,3,1,3,3,3,1,2,2,2,2,1,2,2,3,1,1,2,2,1,1,2,2,2,1,2,3,4,2,3,3,2,3,3,2,4,4,4,2,2,43
1,2,.,0,2,2,2,2,4,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,.,2,2,2,2,1,2,.,2,2,1,3,3,2,2,2,3,2,1,1,2,1,2,2,2,3,1,1,2,2,1,2,2,1,2,1,2,2,.,2,3,3,2,2,2,2,3,3,3,2,2,49
2,2,.,0,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,3,3,1,2,3,3,1,1,2,2,2,1,2,2,3,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,25
2,1,2,0,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,.,1,1,3,3,1,2,3,3,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,3,4,2,2,2,3,2,3,2,2,3,3,2,2,27
1,1,2,0,1,3,3,2,4,4,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,3,1,1,1,1,3,1,2,2,3,2,1,2,1,1,2,2,1,2,1,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,23
1,1,2,2,2,1,1,1,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,3,3,1,3,2,3,1,1,1,1,1,1,2,1,3,1,1,2,1,2,1,2,2,2,1,2,4,3,2,3,2,3,3,2,2,3,2,2,2,3,39
2,2,.,0,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,3,1,1,1,2,2,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,1,2,2,3,.,2,2,2,2,2,2,2,2,2,23
1,2,.,0,2,2,2,2,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,3,1,1,1,1,1,1,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,23
